,Mark,belong,url
0,A,My own brick examples,https://www.scottishbrickhistory.co.uk/a/
1,A/8 315 Y,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/a-8-315y/
2,AARON & CO  ,Brick maker is unknown but found in Scottish,https://www.scottishbrickhistory.co.uk/aaron-co/
3,ABERCORN,My own brick examples,https://www.scottishbrickhistory.co.uk/abercorn/
4,ABERCORN,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/?p=74475&preview=true
5,ABERCORN COY INKERMANN PAISLEY,My own brick examples,https://www.scottishbrickhistory.co.uk/abercorn-coy-inkermann-paisley/
6,ABL,My own brick examples,https://www.scottishbrickhistory.co.uk/a-b-l/
7,A & J MCDONALD PATENT GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/a-j-macdonald-patent-glasgow-2/
8,A BALD ALLOA,My own brick examples,https://www.scottishbrickhistory.co.uk/a-bald-alloa/
9,A BALD ALLOA,My own brick examples,https://www.scottishbrickhistory.co.uk/a-bald-alloa-3/
10,A BALD ALLOA,My own brick examples,https://www.scottishbrickhistory.co.uk/?p=50631&preview=true
11,A BALD ALLOA,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/a-bald-alloa-5/
12,A DOUGLAS,My own brick examples,https://www.scottishbrickhistory.co.uk/a-douglas/
13,A DUNCAN PATENT DUMBARTON,My own brick examples,https://www.scottishbrickhistory.co.uk/a-duncan-patent-dumbarton/
14,A GARTCOSH,My own brick examples,https://www.scottishbrickhistory.co.uk/a-gartcosh/
15,A GARTCRAIG,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/a-gartcraig/
16,A GLENBOIG,My own brick examples,https://www.scottishbrickhistory.co.uk/a-glenboig/
17,A GLENBOIG HD 77,My own brick examples,https://www.scottishbrickhistory.co.uk/a-glenboig-hd-77/
18,A LIVINGSTONE & SON PATENT PORTOBELLO,My own brick examples,https://www.scottishbrickhistory.co.uk/a-livingston-son-patent-portobello/
19,A.PATRICK & CO CROWN BRAND,My own brick examples,https://www.scottishbrickhistory.co.uk/a-patrick-co-crown-brand/
20,AR,My own brick examples,https://www.scottishbrickhistory.co.uk/a-r-4/
21,AR,My own brick examples,https://www.scottishbrickhistory.co.uk/a-r/
22,AR,My own brick examples,https://www.scottishbrickhistory.co.uk/a-r-2/
23,AR,My own brick examples,https://www.scottishbrickhistory.co.uk/a-r-3/
24,A R ADAMANTINE 2015      ,Brick maker is unknown but found in Scottish,https://www.scottishbrickhistory.co.uk/a-r-adamantine-2105-2/
25,A ROXX 144 ND,Brick maker is unknown but found in Scottish,https://www.scottishbrickhistory.co.uk/a-roxx-144-nd/
26,A & T BOW GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/a-t-bow-glasgow-2/
27,A & T BOW GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/a-t-bow-glasgow/
28,A_& T BOW PATENT GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/a-t-bow-patent-glasgow/
29,A THOMSON PATENT GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/a-thomson-patent-glasgow/
30,A THOMSON & SONS GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/a-thomson-sons-glasgow/
31,ABERCORN COY INKERMANN PAISLEY,My own brick examples,https://www.scottishbrickhistory.co.uk/abercorn-coy-inkermann-paisley/
32,ABERDEEN BRICK & TILE CO CLAYHILLS,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/aberdeen-brick-tile-co-clayhills/
33,ADAM,My own brick examples,https://www.scottishbrickhistory.co.uk/adam/
34,ADAM,My own brick examples,https://www.scottishbrickhistory.co.uk/adam-2/
35,ADAM,My own brick examples,https://www.scottishbrickhistory.co.uk/adam-3/
36,ADAM,My own brick examples,https://www.scottishbrickhistory.co.uk/adam-4/
37,ADAM RUTHERGLEN,My own brick examples,https://www.scottishbrickhistory.co.uk/adam-rutherglen-2/
38,ADAM RUTHERGLEN,My own brick examples,https://www.scottishbrickhistory.co.uk/adam-rutherglen-3/
39,ADAMANTINE D C        ,My own brick examples,https://www.scottishbrickhistory.co.uk/adamantine-d-c/
40,AFTON,My own brick examples,https://www.scottishbrickhistory.co.uk/afton-3/
41,AFTON,My own brick examples,https://www.scottishbrickhistory.co.uk/afton-4/
42,AFTON,My own brick examples,https://www.scottishbrickhistory.co.uk/afton/
43,AFTON,My own brick examples,https://www.scottishbrickhistory.co.uk/afton-2/
44,AFTON,My own brick examples,https://www.scottishbrickhistory.co.uk/?p=62092&preview=true
45,AFTON,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/afton-6/
46,AFTON NEW CUMNOCK,My own brick examples,https://www.scottishbrickhistory.co.uk/afton-new-cumnock/
47,AFTON NEW CUMNOCK,My own brick examples,https://www.scottishbrickhistory.co.uk/afton-new-cumnock-3/
48,AFTON NEW CUMNOCK,My own brick examples,https://www.scottishbrickhistory.co.uk/afton-new-cumnock-2/
49,AFTON NEW CUMNOCK,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/afton-new-cumnock-4/
50,AFTON NEW CUMNOCK,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/?p=74704&preview=true
51,AFTON 1963,My own brick examples,https://www.scottishbrickhistory.co.uk/19-afton-63/
52,AFTON 68 (T)HISTLE,My own brick examples,https://www.scottishbrickhistory.co.uk/afton-68-thistle/
53,AFTON 69,My own brick examples,https://www.scottishbrickhistory.co.uk/afton-69/
54,AFTON 73,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/?p=74709&preview=true
55,AFTON 74,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/?p=74711&preview=true
56,AFTON 75,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/afton-75/
57,AIRDRIE,My own brick examples,https://www.scottishbrickhistory.co.uk/airdrie-2/
58,AIRDRIE,My own brick examples,https://www.scottishbrickhistory.co.uk/airdrie-3/
59,ALCRO 2475,My own brick examples,https://www.scottishbrickhistory.co.uk/?p=63104&preview=true
60,"ALEXR WILSON & SON TERRACOTTA MANUFACTURERS, LOCHHEAD WORKS DUNFERMLINE NB",Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/alexr-wilson-son-terracotta-manufacturers-lochhead-works-dunfermline-n-b/
61,ALEXR WILSON & SON TERRACOTTA MANFTRS LOCHHEAD DUNFERMLINE,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/alexr-wilson-son-terracotta-manufrs-lochhead-works-dunfermline/
62,ALEX WHITELAW & CO BISHOPTON PATENT,My own brick examples,https://www.scottishbrickhistory.co.uk/alex-whitelaw-co-bishopton-patent/
63,ALEX WHITELAW & CO BISHOPTON PATENT,My own brick examples,https://www.scottishbrickhistory.co.uk/alex-whitelaw-co-bishopton-patent-2/
64,ALLAN (& MANN) GOVAN (PATENT)_GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/allan-govan-glasgow/
65,ALLAN & MANN GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/allan-mann-glasgow/
66,ALLAN & MANN MAKERS GLASGOW,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/allan-mann-makers-glasgow/
67,ALLAN & MANN PATENT GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/allan-mann-patent-glasgow-5/
68,ALLAN & MANN PATENT GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/allan-mann-patent-glasgow/
69,ALLAN & MANN PATENT GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/allan-mann-patent-glasgow-2/
70,ALLAN & MANN PATENT GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/allan-mann-patent-glasgow-3/
71,ALLAN & MANN PATENT GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/allan-mann-patent-glasgow-4/
72,ALLAN & MANN PATENT GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/allan-mann-patent-glasgow-7/
73,ALLAN & MANN PATENT GLASGOW 3_6_ 2 5,My own brick examples,https://www.scottishbrickhistory.co.uk/allan-mann-patent-glasgow-36-2-5/
74,ALLAN & MANN PATENT GLASGOW 4_6_ 31,My own brick examples,https://www.scottishbrickhistory.co.uk/allan-mann-patent-glasgow-46-31/
75,ALLAN & MANN WORKS RUTHERGLEN & GLASGOW,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/?p=51604&preview=true
76,ALLAN & MANN X PATENT GLASGOW,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/allan-mann-x-patent-glasgow/
77,ALLAN KIRKWOOD NITSHILL GLASGOW,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/allan-kirkwood-nitshill-glasgow/
78,ALLAN PATENT CARLUKE,My own brick examples,https://www.scottishbrickhistory.co.uk/allan-patent-carluke/
79,ALLANTON,My own brick examples,https://www.scottishbrickhistory.co.uk/allanton/
80,ALLANTON,My own brick examples,https://www.scottishbrickhistory.co.uk/allanton-2/
81,ALLOA,My own brick examples,https://www.scottishbrickhistory.co.uk/alloa-2/
82,ALLOA,My own brick examples,https://www.scottishbrickhistory.co.uk/alloa/
83,ALLOA,My own brick examples,https://www.scottishbrickhistory.co.uk/alloa-3/
84,ALLOA,My own brick examples,https://www.scottishbrickhistory.co.uk/alloa-5/
85,ALLOA BRICK & TILE WORKS +,My own brick examples,https://www.scottishbrickhistory.co.uk/?p=74441&preview=true
86,ALLOA COAL CO LTD META,My own brick examples,https://www.scottishbrickhistory.co.uk/alloa-coal-co-ltd-meta/
87,ALLOA PATENT,My own brick examples,https://www.scottishbrickhistory.co.uk/alloa-patent/
88,ALLOA PATENT,My own brick examples,https://www.scottishbrickhistory.co.uk/alloa-patent-2/
89,ALPHA,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/alpha/
90,ALPHA +,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/alpha-3/
91,ALRO 80 NK 310,My own brick examples,https://www.scottishbrickhistory.co.uk/alro-80-nk-310/
92,ALRO 80 611 Y,My own brick examples,https://www.scottishbrickhistory.co.uk/alro-80-611-y/
93,ALUDO 4,My own brick examples,https://www.scottishbrickhistory.co.uk/aludo-4/
94,ALUDO 4 18   27,My own brick examples,https://www.scottishbrickhistory.co.uk/aludo-4-18-27/
95,ALUDO 5,My own brick examples,https://www.scottishbrickhistory.co.uk/aludo-5/
96,ALUDO 5,My own brick examples,https://www.scottishbrickhistory.co.uk/aludo-5-2/
97,ALUDO 6,My own brick examples,https://www.scottishbrickhistory.co.uk/aludo-6/
98,ALUDO 8,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/aludo-8/
99,ALUMA      _ Most likely  _   Glenboig,My own brick examples,https://www.scottishbrickhistory.co.uk/?p=53613&preview=true
100,ALUMINA        ,Brick maker is unknown but found in Scottish,https://www.scottishbrickhistory.co.uk/alumina/
101,ALVA CLAYTON & COS PATENT,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/alva-clayton-cos-patent/
102,ANCELL MCINTYRE & CO AUCHINLEE,My own brick examples,https://www.scottishbrickhistory.co.uk/ancell-mcintyre-co-auchinlee/
103,ANNANDALE,My own brick examples,https://www.scottishbrickhistory.co.uk/annandale/
104,ANNANDALE,My own brick examples,https://www.scottishbrickhistory.co.uk/annandale-3/
105,ANNANDALE,My own brick examples,https://www.scottishbrickhistory.co.uk/annandale-2/
106,ANNANDALE,My own brick examples,https://www.scottishbrickhistory.co.uk/annandale-4/
107,ANNANDALE,My own brick examples,https://www.scottishbrickhistory.co.uk/annandale-5/
108,ANNANDALE,My own brick examples,https://www.scottishbrickhistory.co.uk/annandale-6/
109,ANNBANK,My own brick examples,https://www.scottishbrickhistory.co.uk/annbank/
110,ANNBANK,My own brick examples,https://www.scottishbrickhistory.co.uk/annbank-2/
111,ANNBANK,My own brick examples,https://www.scottishbrickhistory.co.uk/annbank-3/
112,ANNBANK,My own brick examples,https://www.scottishbrickhistory.co.uk/annbank-4/
113,ANNISTON,My own brick examples,https://www.scottishbrickhistory.co.uk/anniston/
114,APPIN,My own brick examples,https://www.scottishbrickhistory.co.uk/appin-2/
115,APPIN,My own brick examples,https://www.scottishbrickhistory.co.uk/appin/
116,APPIN,My own brick examples,https://www.scottishbrickhistory.co.uk/appin-5/
117,APPIN,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/appin-4/
118,APPIN VI,My own brick examples,https://www.scottishbrickhistory.co.uk/appin-vi/
119,APPIN XII,My own brick examples,https://www.scottishbrickhistory.co.uk/appin-xii/
120,ARBROATH,My own brick examples,https://www.scottishbrickhistory.co.uk/arbroath-2/
121,ARBROATH,My own brick examples,https://www.scottishbrickhistory.co.uk/arbroath/
122,ARDEER,My own brick examples,https://www.scottishbrickhistory.co.uk/ardeer/
123,ARDOR        ,My own brick examples,https://www.scottishbrickhistory.co.uk/ardor/
124,ARMSTRONG SOUTHHOOK KILMARNOCK 91,My own brick examples,https://www.scottishbrickhistory.co.uk/armstrong-southhook-kilmarnock-91/
125,ARNISTON,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/arniston-6/
126,ARNISTON,My own brick examples,https://www.scottishbrickhistory.co.uk/?p=72781&preview=true
127,ARNISTON,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston/
128,ARNISTON,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston-2/
129,ARNISTON,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston-3/
130,ARNISTON,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston-5/
131,ARNISTON,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston-4/
132,ARNISTON 1856,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston-1856/
133,ARNISTON 1856,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston-1856-2/
134,ARNISTON 1857,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston-1857/
135,ARNISTON 1859,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston-1859/
136,ARNISTON 1860,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston-1860/
137,ARNISTON 1861,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston-1861/
138,ARNISTON 1862,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston-1862/
139,ARNISTON 1863,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/arniston-1863/
140,ARNISTON 1866,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston-1866/
141,ARNISTON 1867,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston1867/
142,ARNISTON 1868,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston-1968/
143,ARNISTON 1872,My own brick examples,https://www.scottishbrickhistory.co.uk/arniston-1872/
144,ARNS,My own brick examples,https://www.scottishbrickhistory.co.uk/arns/
145,ASBESTOS  ,Brick maker is unknown but found in Scottish,https://www.scottishbrickhistory.co.uk/asbestos/
146,AT,My own brick examples,https://www.scottishbrickhistory.co.uk/at/
147,ATC,My own brick examples,https://www.scottishbrickhistory.co.uk/a-t-c/
148,ATC,My own brick examples,https://www.scottishbrickhistory.co.uk/atc/
149,ATC,My own brick examples,https://www.scottishbrickhistory.co.uk/atc/
150,ATC,My own brick examples,https://www.scottishbrickhistory.co.uk/atc-3/
151,ATC RB,My own brick examples,https://www.scottishbrickhistory.co.uk/atc-rb/
152,ATLAS,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-7/
153,ATLAS,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-2/
154,ATLAS,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-5/
155,ATLAS,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-4/
156,ATLAS,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas/
157,ATLAS,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-3/
158,ATLAS,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-6/
159,ATLAS,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-8/
160,ATLAS,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-9/
161,ATLAS + A,My own brick examples,https://www.scottishbrickhistory.co.uk/atlasa-2/
162,ATLAS + A,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-a/
163,ATLAS + A,My own brick examples,https://www.scottishbrickhistory.co.uk/?p=52053&preview=true
164,ATLAS + A 72,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-a-72/
165,ATLAS + A _518Y,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-a-518y/
166,ATLAS + A 10008,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-a-10008/
167,ATLAS +A BWP 143,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-a-bwp-143/
168,ATLAS COATBRIDGE,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-coatbridge/
169,ATLAS COATBRIDGE,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-coatbridge-2/
170,ATLAS COMPN,My own brick examples,https://www.scottishbrickhistory.co.uk/?p=63624&preview=true
171,ATLAS DA 047 DD,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/?p=51385&preview=true
172,ATLAS GREAT BRITAIN,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/atlas-great-britain/
173,ATLAS L 204,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-l-204/
174,ATLAS P1,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-p1/
175,ATLAS STIRLING,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/atlas-stirling/
176,ATLAS   T,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/atlas-t/
177,ATLAS 1,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-1/
178,ATLAS 1,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-1-2/
179,ATLAS 1,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-1-3/
180,ATLAS 2,My own brick examples,https://www.scottishbrickhistory.co.uk/?p=63616&preview=true
181,ATLAS 2 1/4,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/?p=51388&preview=true
182,ATLAS 2 1/4,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/atlas-2-1-4-2/
183,ATLAS 2 7/8,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-2-7-8/
184,ATLAS 402 A,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-402-a/
185,ATLAS 486 SA,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-486-sa/
186,ATLAS 50,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-50/
187,ATLAS 60 A 18/2,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-60-a-18-2/
188,ATLAS 1567 CL,My own brick examples,https://www.scottishbrickhistory.co.uk/atlas-1567-cl/
189,ATTIEH THISTLE,My own brick examples,https://www.scottishbrickhistory.co.uk/attieh-thistle/
190,AUCHENHEATH,My own brick examples,https://www.scottishbrickhistory.co.uk/auchenheath-brick/
191,AUCHENMADE,My own brick examples,https://www.scottishbrickhistory.co.uk/auchenmade/
192,AUCHINLEA,My own brick examples,https://www.scottishbrickhistory.co.uk/auchinlea-2/
193,AUCHINLEA,My own brick examples,https://www.scottishbrickhistory.co.uk/auchinlea-6/
194,AUCHINLEA,My own brick examples,https://www.scottishbrickhistory.co.uk/auchinlea/
195,AUCHINLEA,My own brick examples,https://www.scottishbrickhistory.co.uk/auchinlea-3/
196,AUCHINLEA,My own brick examples,https://www.scottishbrickhistory.co.uk/auchinlea-4/
197,AUCHINLEA,My own brick examples,https://www.scottishbrickhistory.co.uk/auchinlea-5/
198,AUCHINLEA,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/auchinlea-7/
199,AUCHINLEE,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/auchinlee/
200,AUCHLOCHAN,My own brick examples,https://www.scottishbrickhistory.co.uk/auchlochan-3/
201,AUCHLOCHAN,My own brick examples,https://www.scottishbrickhistory.co.uk/auchlochan/
202,AUCHLOCHAN,My own brick examples,https://www.scottishbrickhistory.co.uk/auchlochan-2/
203,AVON,Brick maker is unknown but found in Scottish,https://www.scottishbrickhistory.co.uk/?p=62659&preview=true
204,AVONBRIDGE_,My own brick examples,https://www.scottishbrickhistory.co.uk/avonbridge/
205,A1        ,My own brick examples,https://www.scottishbrickhistory.co.uk/a1/
206,A2        ,My own brick examples,https://www.scottishbrickhistory.co.uk/a2/
207,A3  _     ,Brick maker is unknown but found in Scottish,https://www.scottishbrickhistory.co.uk/a3/
208,A4        ,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/?p=75509&preview=true
209,A 777  ,My own brick examples,https://www.scottishbrickhistory.co.uk/a-777/
210,A 778  ,My own brick examples,https://www.scottishbrickhistory.co.uk/a-778/
211,B  _     ,Brick maker is unknown but found in Scottish,https://www.scottishbrickhistory.co.uk/b-2/
212,B1  ,My own brick examples,https://www.scottishbrickhistory.co.uk/b1/
213,B 4 C GLENBOIG 124,My own brick examples,https://www.scottishbrickhistory.co.uk/?p=50205&preview=true
214,B DOUGALL,My own brick examples,https://www.scottishbrickhistory.co.uk/b-dougall-2/
215,B DOURIE,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/?p=72828&preview=true
216,B GARTCOSH,My own brick examples,https://www.scottishbrickhistory.co.uk/b-gartcosh/
217,B GLENBOIG,My own brick examples,https://www.scottishbrickhistory.co.uk/b-glenboig/
218,B & B  ,Brick maker is unknown but found in Scottish,https://www.scottishbrickhistory.co.uk/b-b/
219,B & CO,My own brick examples,https://www.scottishbrickhistory.co.uk/b-co/
220,B & H  ,Brick maker is unknown but found in Scottish,https://www.scottishbrickhistory.co.uk/b-h/
221,B & M,My own brick examples,https://www.scottishbrickhistory.co.uk/b-m/
222,BB  _   _  ,Brick maker is unknown but found in Scottish,https://www.scottishbrickhistory.co.uk/b-b-2/
223,BB  _     ,Brick maker is unknown but found in Scottish,https://www.scottishbrickhistory.co.uk/b-b-3/
224,BBC,My own brick examples,"http://Sand - lime works, Knowehead Quarry, Lochabriggs, Dumfriesshire."
225,BCM CASTLECARY,My own brick examples,https://www.scottishbrickhistory.co.uk/bcm-castlecary/
226,BCM / HEATHFIELD,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/bcm-heathfield/
227,BCM / HEATHFIELD S,My own brick examples,https://www.scottishbrickhistory.co.uk/?p=74055&preview=true
228,BCM / STEIN,My own brick examples,https://www.scottishbrickhistory.co.uk/bcm-stein/
229,BCM / STEIN,My own brick examples,https://www.scottishbrickhistory.co.uk/bcm-stein-2/
230,BCM / THISTLE,My own brick examples,https://www.scottishbrickhistory.co.uk/bcmthistle/
231,B DOUGALL,My own brick examples,https://www.scottishbrickhistory.co.uk/b-dougall/
232,B__IELD,My own brick examples,https://www.scottishbrickhistory.co.uk/bfield/
233,B__IELD,My own brick examples,https://www.scottishbrickhistory.co.uk/bfield-2/
234,B G  ,My own brick examples,https://www.scottishbrickhistory.co.uk/b-g/
235,B HEATHFIELD,My own brick examples,https://www.scottishbrickhistory.co.uk/b-heathfield/
236,B & SS  ,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/ss-b/
237,BAIRDS,My own brick examples,https://www.scottishbrickhistory.co.uk/bairds/
238,BALGONIE,My own brick examples,https://www.scottishbrickhistory.co.uk/balgonie/
239,BALGONIE,My own brick examples,https://www.scottishbrickhistory.co.uk/balgonie-2/
240,BALGONIE,My own brick examples,https://www.scottishbrickhistory.co.uk/balgonie-3/
241,BALGONIE COLLIERY,My own brick examples,https://www.scottishbrickhistory.co.uk/balgonie-colliery-2/
242,BALGONIE COLLIERY,My own brick examples,https://www.scottishbrickhistory.co.uk/balgonie-colliery/
243,BALGONIE COLLIERY,My own brick examples,https://www.scottishbrickhistory.co.uk/balgonie-colgonie/
244,BANK,My own brick examples,https://www.scottishbrickhistory.co.uk/bank/
245,BANKNOCK,My own brick examples,https://www.scottishbrickhistory.co.uk/banknock/
246,BANKPARK,My own brick examples,https://www.scottishbrickhistory.co.uk/bank-park/
247,BANKPARK,My own brick examples,https://www.scottishbrickhistory.co.uk/bank-park-2/
248,BANKPARK,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/bankpark-trough/
249,BANKPARK PYROPALITE WORKS PRESTON PANS,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/bankpark-pyropalite-works-preston-pans/
250,BANTON,My own brick examples,https://www.scottishbrickhistory.co.uk/banton/
251,BANTON,My own brick examples,https://www.scottishbrickhistory.co.uk/banton-2/
252,BAP,My own brick examples,https://www.scottishbrickhistory.co.uk/bap/
253,BAP,My own brick examples,https://www.scottishbrickhistory.co.uk/bap-2/
254,BAP FORTH,My own brick examples,https://www.scottishbrickhistory.co.uk/bap-forth/
255,BAP GLENBOIG,My own brick examples,https://www.scottishbrickhistory.co.uk/bap-glenboig/
256,BARGANY,My own brick examples,https://www.scottishbrickhistory.co.uk/bargany/
257,BAR LAW,My own brick examples,https://www.scottishbrickhistory.co.uk/bar-law-2/
258,BARLINNIE,My own brick examples,https://www.scottishbrickhistory.co.uk/barlinnie/
259,BARR WORKS BEITH,My own brick examples,https://www.scottishbrickhistory.co.uk/barr-works-beith/
260,BARTONSHILL,My own brick examples,https://www.scottishbrickhistory.co.uk/bartonshill/
261,BARTONSHILL,My own brick examples,https://www.scottishbrickhistory.co.uk/bartonshill-2/
262,BARTONSHILL,My own brick examples,https://www.scottishbrickhistory.co.uk/bartonshill-3/
263,BATHVILLE,My own brick examples,https://www.scottishbrickhistory.co.uk/bathville-5/
264,BATHVILLE,My own brick examples,https://www.scottishbrickhistory.co.uk/bathville/
265,BATHVILLE,My own brick examples,https://www.scottishbrickhistory.co.uk/bathville-2/
266,BATHVILLE,My own brick examples,https://www.scottishbrickhistory.co.uk/bathville-3/
267,BATHVILLE,My own brick examples,https://www.scottishbrickhistory.co.uk/?p=62662&preview=true
268,BATHVILLE,My own brick examples,https://www.scottishbrickhistory.co.uk/bathville-6/
269,BELL HORNSBY & CO PATENT GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/bell-hornsby-co-patent-glasgow/
270,BELL HORNSBY & CO PATENT GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/bell-hornsby-co-patent-glasgow-2/
271,BELL HORNSBY & CO PATENT GLASGOW,My own brick examples,https://www.scottishbrickhistory.co.uk/bell-hornsby-co-patent-glasgow-3/
272,BELLSIDE,My own brick examples,https://www.scottishbrickhistory.co.uk/?p=56454&preview=true
273,BETA,My own brick examples,https://www.scottishbrickhistory.co.uk/beta/
274,BETA,My own brick examples,https://www.scottishbrickhistory.co.uk/?p=52714&preview=true
275,BETA,My own brick examples,https://www.scottishbrickhistory.co.uk/beta-3/
276,BETA L,Other collectors or those I have left in situ,https://www.scottishbrickhistory.co.uk/beta-l-2/
277,BISHOP BRIGGS,My own brick examples,https://www.scottishbrickhistory.co.uk/bishop-briggs/
278,BISHOPBRIGGS,My own brick examples,https://www.scottishbrickhistory.co.uk/bishopbriggs/
279,BISHOPBRIGGS,My own brick examples,https://www.scottishbrickhistory.co.uk/bishopbriggs-2/
280,BISHOPBRIGGS,My own brick examples,https://www.scottishbrickhistory.co.uk/bishopbriggs-3/
281,BLACK,My own brick examples,https://www.scottishbrickhistory.co.uk/black/
282,BLACK,My own brick examples,https://www.scottishbrickhistory.co.uk/black-2/
283,BLACKSTON,My own brick examples,https://www.scottishbrickhistory.co.uk/blackston/
284,BLAIRADAM,My own brick examples,https://www.scottishbrickhistory.co.uk/blairadam/
